City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Shingu,JP,33.7333,135.9833,34.97,61,80,19.89,broken clouds
457,Wajima,JP,37.4,136.9,32.68,100,100,20.71,snow
458,Kangaba,ML,11.9333,-8.4167,67.01,23,93,7.29,overcast clouds
459,Darnah,LY,32.767,22.6367,61.9,60,15,5.88,few clouds
460,Miri,MY,4.4148,114.0089,82.54,74,40,6.91,scattered clouds
461,Launceston,AU,-41.45,147.1667,71.24,51,83,17.27,broken clouds
462,Miles City,US,46.4083,-105.8406,-19.23,69,0,16.11,clear sky
463,Dhanaula,IN,30.2833,75.5833,68.25,21,0,1.95,clear sky
464,Kawalu,ID,-7.3817,108.2082,78.67,79,99,1.28,overcast clouds
465,Megion,RU,61.0296,76.1136,3.22,93,100,18.07,light snow
466,Iberia,US,29.9502,-91.7507,28.47,69,20,23.02,few clouds
467,Alihe,CN,50.5667,123.7167,4.17,96,100,3.98,overcast clouds
468,Basoko,CD,1.2391,23.616,77.4,77,100,1.74,overcast clouds
469,Barcelos,PT,41.5388,-8.6151,59.14,95,100,12.62,overcast clouds
470,Khandbari,NP,27.3747,87.2039,68.7,44,1,4.38,clear sky
471,Tazmalt,DZ,36.3868,4.3989,54.28,80,97,3.42,overcast clouds
472,Lompoc,US,34.6391,-120.4579,54.52,96,100,4.61,overcast clouds
473,Gondar,ET,12.6,37.4667,69.12,36,48,2.01,scattered clouds
474,Marystown,CA,47.1666,-55.1483,28.65,73,10,8.63,clear sky
475,Onega,RU,63.9061,38.1404,33.01,98,100,8.59,light snow
476,Urumqi,CN,43.801,87.6005,13.15,86,75,4.47,mist
477,Otuzco,PE,-7.9,-78.5833,49.89,90,98,2.01,overcast clouds
478,Rusape,ZW,-18.5278,32.1284,68.95,57,32,7.83,scattered clouds
479,Villa Rica,US,33.7321,-84.9191,47.8,83,94,18.9,overcast clouds
480,Broome,US,42.2506,-75.833,45.46,83,100,21.85,mist
481,Vung Tau,VN,10.346,107.0843,76.69,73,91,12.66,overcast clouds
482,Kandry,RU,54.5667,54.1167,31.68,97,100,14.12,light snow
483,Pisco,PE,-13.7,-76.2167,68.05,88,20,4.61,mist
484,Baykit,RU,61.67,96.37,-21.14,100,96,0.36,overcast clouds
485,Bogorodskoye,RU,56.55,37.8833,33.35,100,100,9.1,overcast clouds
486,Mendi,PG,-6.1761,143.6513,60.3,95,100,1.07,overcast clouds
487,Aasiaat,GL,68.7098,-52.8699,-4.4,93,40,6.67,scattered clouds
488,Kalmunai,LK,7.4167,81.8167,82.42,74,89,12.84,overcast clouds
489,Gadag,IN,15.4167,75.6167,84.9,27,14,9.01,few clouds
490,Cherskiy,RU,68.75,161.3,-3.86,78,0,3.65,clear sky
491,Regina,CA,50.4501,-104.6178,-19.97,69,0,13.8,clear sky
492,Akdagmadeni,TR,39.6603,35.8836,39.31,58,1,1.07,clear sky
493,Cayenne,GF,4.9333,-52.3333,75.24,88,75,0.0,broken clouds
494,Xicotencatl,MX,23.0167,-98.8833,65.53,76,8,24.85,clear sky
495,Olinda,BR,-8.0089,-34.8553,76.73,83,75,6.91,broken clouds
496,Belyy Yar,RU,53.6039,91.3903,10.29,78,0,2.24,clear sky
497,Kavaratti,IN,10.5669,72.642,82.08,59,100,9.4,overcast clouds
498,Tahta,EG,26.7693,31.5021,58.84,54,71,14.61,broken clouds
499,Sioux Lookout,CA,50.1001,-91.917,-5.73,77,100,10.36,light snow
500,Gladstone,AU,-23.85,151.25,78.78,53,97,11.5,overcast clouds
501,Husavik,IS,66.0449,-17.3389,17.29,86,100,6.08,light snow
502,Baturaja,ID,-4.1333,104.1667,80.22,77,100,4.38,light rain
503,Port Keats,AU,-14.25,129.55,81.77,82,100,10.27,moderate rain
504,Darovskoy,RU,58.77,47.9564,31.93,92,100,8.46,overcast clouds
505,Moyale,KE,3.5167,39.0584,81.93,39,31,8.95,scattered clouds
506,Ranong,TH,9.9658,98.6348,89.53,58,38,10.49,scattered clouds
507,Nicoya,CR,10.1483,-85.452,72.59,87,89,6.24,overcast clouds
508,Hammerfest,NO,70.6634,23.6821,18.05,79,0,3.44,clear sky
509,Mehndawal,IN,26.9753,83.1117,76.32,23,0,7.74,clear sky
510,Muskegon,US,43.3,-86.1334,12.06,83,100,17.27,snow
511,Abasolo,MX,20.45,-101.5167,53.1,43,3,1.7,clear sky
512,Raudeberg,NO,61.9875,5.1352,34.86,64,94,21.9,light snow
513,Japura,ID,-0.3167,102.35,81.54,80,96,3.42,overcast clouds
514,Ukiah,US,39.1502,-123.2078,54.37,92,100,0.0,overcast clouds
515,Batemans Bay,AU,-35.7167,150.1833,71.1,81,60,3.2,broken clouds
516,Romanovka,RU,51.7443,42.7527,35.42,76,100,11.77,overcast clouds
517,Bud,US,39.447,-86.1758,-2.18,86,100,21.41,light snow
518,Elizabeth City,US,36.2946,-76.2511,47.05,95,100,16.11,overcast clouds
519,Ballina,AU,-28.8667,153.5667,71.78,99,100,10.94,light rain
520,Suoyarvi,RU,62.0833,32.35,32.43,98,100,5.88,overcast clouds
521,Bobo Dioulasso,BF,11.1771,-4.2979,64.85,39,0,8.05,clear sky
522,Cabungan,PH,16.3365,119.9991,79.16,65,58,6.49,broken clouds
523,Torit,SS,4.4133,32.5678,93.02,23,90,5.3,overcast clouds
524,Gravdal,NO,68.1214,13.5031,33.69,80,75,17.27,light snow
525,Sabang,ID,5.8933,95.3214,81.75,76,8,15.57,clear sky
526,Arica,CL,-18.475,-70.3042,70.03,73,100,4.61,overcast clouds
527,Tha Muang,TH,13.9612,99.6412,89.1,45,100,5.39,overcast clouds
528,Illapel,CL,-31.6308,-71.1653,61.36,81,6,1.68,clear sky
529,Lazaro Cardenas,MX,17.9583,-102.2,71.35,88,3,4.99,clear sky
530,Mumford,GH,5.2618,-0.759,79.74,73,44,4.27,scattered clouds
531,Bremervorde,DE,53.4833,9.1333,42.13,95,98,6.38,overcast clouds
532,Banda Aceh,ID,5.5577,95.3222,84.61,70,25,7.94,scattered clouds
533,Carinhanha,BR,-14.3047,-43.765,69.4,97,100,2.95,overcast clouds
534,Vila Velha,BR,-20.3297,-40.2925,73.35,85,100,9.22,overcast clouds
535,Villa Carlos Paz,AR,-31.4241,-64.4978,70.39,82,30,1.01,light rain
536,Demba,CD,-5.51,22.2667,79.95,58,98,3.11,overcast clouds
537,Nioro,GM,13.35,-15.75,68.07,23,47,8.7,scattered clouds
538,Bage,BR,-31.3314,-54.1069,64.18,77,0,16.11,clear sky
539,Kingsland,US,30.8,-81.6898,61.99,97,86,7.16,overcast clouds
540,Anicuns,BR,-16.4611,-49.9617,62.98,92,13,1.28,few clouds
541,Mabaruma,GY,8.2,-59.7833,68.5,99,49,1.81,scattered clouds
542,Guhagar,IN,17.4842,73.1929,88.05,40,4,9.6,clear sky
543,Zhezkazgan,KZ,47.8043,67.7144,-0.42,78,20,2.24,few clouds
544,Eshowe,ZA,-28.8865,31.4699,78.19,51,0,9.98,clear sky
545,Cochrane,CA,51.1834,-114.4687,-14.39,56,75,0.0,broken clouds
546,Slave Lake,CA,55.2834,-114.769,-25.62,68,0,8.05,clear sky
547,Maine-Soroa,NE,13.2114,12.0241,65.08,29,100,10.69,overcast clouds
548,Merauke,ID,-8.4667,140.3333,84.4,75,99,12.33,overcast clouds
549,Dunedin,NZ,-45.8742,170.5036,58.8,85,55,5.01,light rain
550,Talara,PE,-4.5772,-81.2719,69.84,82,39,13.76,scattered clouds
551,Malakal,SS,9.5334,31.6605,85.59,19,87,13.85,overcast clouds
552,Kodyma,UA,48.0988,29.1246,35.22,58,100,3.49,overcast clouds
553,Gigmoto,PH,13.7796,124.39,75.81,90,100,22.3,overcast clouds
554,Yeppoon,AU,-23.1333,150.7333,80.38,63,100,9.04,overcast clouds
555,Kousseri,CM,12.0769,15.0306,66.16,37,74,12.66,broken clouds
556,Inverness,GB,57.4791,-4.224,39.79,88,40,4.61,scattered clouds
557,Codajas,BR,-3.8367,-62.0569,72.1,98,85,2.44,overcast clouds
558,Te Anau,NZ,-45.4167,167.7167,55.78,88,42,5.17,scattered clouds
559,Kruisfontein,ZA,-34.0033,24.7314,74.88,59,100,7.45,overcast clouds
560,Taoudenni,ML,22.6783,-3.9836,60.39,37,0,12.71,clear sky
561,Voyvozh,RU,62.892,54.9635,29.89,94,100,11.1,light snow
562,Seddon,AU,-37.8068,144.8916,77.31,65,40,11.5,scattered clouds
563,Ust-Karsk,RU,52.7011,118.8077,-14.17,97,5,2.66,clear sky
564,Poum,NC,-20.2333,164.0167,80.76,78,89,7.99,overcast clouds
565,Tsabong,BW,-26.0217,22.401,84.85,31,85,17.81,overcast clouds
566,Yangliuqing,CN,39.1375,116.9997,31.95,16,0,9.8,clear sky
567,Great Bend,US,38.3645,-98.7648,-0.96,62,0,16.11,clear sky
568,Mitsamiouli,KM,-11.3847,43.2844,86.29,70,20,5.75,few clouds
569,Mineros,BO,-17.1167,-63.2333,73.27,87,18,6.17,few clouds
570,Mbini,GQ,1.574,9.6134,80.78,73,83,3.29,broken clouds
571,Kyenjojo,UG,0.6328,30.6214,75.83,56,66,4.52,light rain
572,Oranjestad,AW,12.524,-70.027,79.92,81,75,13.8,broken clouds
573,Puerto Quijarro,BO,-17.7833,-57.7667,73.02,74,0,2.89,clear sky
574,Carutapera,BR,-1.195,-46.02,73.09,96,100,1.77,moderate rain
575,Trebisacce,IT,39.8708,16.5312,54.36,76,96,2.75,overcast clouds
576,Brandys Nad Labem-Stara Boleslav,CZ,50.1871,14.6633,47.14,95,100,9.22,overcast clouds
577,Henties Bay,NA,-22.116,14.2845,66.24,82,43,7.94,scattered clouds
578,Sibu,MY,2.3,111.8167,71.91,100,40,10.36,heavy intensity rain
579,Iskateley,RU,67.6803,53.1512,-0.96,95,100,6.46,overcast clouds
580,Cairns,AU,-16.9167,145.7667,89.06,71,99,11.5,overcast clouds
581,Khuzhir,RU,53.1939,107.3397,20.64,76,100,3.47,overcast clouds
582,Dutlwe,BW,-23.9833,23.9,78.57,32,4,13.85,clear sky
583,Chuncheng,CN,22.1731,111.7886,69.78,24,9,6.73,clear sky
584,Severomuysk,RU,56.1481,113.4267,-2.79,97,96,5.08,overcast clouds
585,Lata,PT,40.1629,-8.3327,58.08,93,90,5.37,overcast clouds
586,Ilhabela,BR,-23.7781,-45.3581,69.53,83,60,4.72,broken clouds
587,Miajadas,ES,39.1513,-5.9084,48.88,95,62,1.61,broken clouds
588,Nanakuli,US,21.3906,-158.1547,75.15,69,20,6.91,few clouds
589,Alice Springs,AU,-23.7,133.8833,78.35,78,100,12.66,overcast clouds
590,Olga,RU,43.7444,135.2892,28.96,94,100,15.19,snow
591,Pierre,US,44.3683,-100.351,-6.14,80,100,29.93,haze
592,Praia,CV,14.9215,-23.5087,70.34,78,20,10.36,few clouds
593,Vilyuysk,RU,63.7553,121.6247,-34.08,99,9,2.24,clear sky
594,Northam,GB,51.0333,-4.2167,53.62,99,100,24.25,overcast clouds
595,Kushiro,JP,42.975,144.3747,34.75,86,75,13.8,light snow
596,Hidalgo,MX,20.5,-99.0,54.25,71,6,5.73,clear sky
597,Calatayud,ES,41.3535,-1.6432,47.55,89,100,9.17,overcast clouds
598,Cadiz,ES,36.5,-5.75,47.75,77,84,3.11,broken clouds
599,Sorong,ID,-0.8833,131.25,85.01,70,82,4.81,broken clouds
600,Hobyo,SO,5.3505,48.5268,81.73,65,52,16.26,broken clouds
601,Kuvshinovo,RU,57.0295,34.1725,34.36,99,100,11.43,light snow
602,Pachperwa,IN,27.5167,82.65,75.92,21,0,7.99,clear sky
603,Santiago Del Estero,AR,-27.7951,-64.2615,76.21,54,96,8.59,overcast clouds
604,Cuiluan,CN,47.72,128.648,4.78,94,100,3.78,overcast clouds
605,Baculin,PH,7.4525,126.5842,82.24,83,82,2.95,broken clouds
606,Koumac,NC,-20.5667,164.2833,80.24,80,89,6.26,overcast clouds
607,Binga,ZW,-17.6203,27.3414,80.31,47,62,4.83,broken clouds
608,Veraval,IN,20.9,70.3667,78.71,27,0,11.16,clear sky
609,Charters Towers,AU,-20.1,146.2667,81.7,61,99,17.98,overcast clouds
610,Vestmannaeyjar,IS,63.4427,-20.2734,28.06,55,23,8.77,few clouds
611,Callaway,US,30.153,-85.5699,56.95,93,96,7.0,overcast clouds
612,At-Bashi,KG,41.1702,75.8106,13.84,87,45,0.94,scattered clouds
613,Jinchang,CN,38.4953,102.1739,34.88,26,5,3.29,clear sky
614,Charagua,BO,-19.8,-63.2167,68.07,81,2,3.8,clear sky
615,Zhovtneve,UA,50.6637,24.2492,35.64,99,100,11.5,overcast clouds
616,Saint-Joseph,RE,-21.3667,55.6167,82.78,68,49,4.36,scattered clouds
617,Poso,ID,-1.3959,120.7524,84.74,69,100,2.33,overcast clouds
618,Bowen,AU,-20.0167,148.2333,79.77,70,100,14.07,overcast clouds
619,Capelinha,BR,-17.6914,-42.5158,62.38,99,100,3.98,overcast clouds
620,Lingao,CN,19.9103,109.6859,67.69,56,17,15.99,few clouds
621,Boyolangu,ID,-8.1181,111.8935,79.79,82,99,9.22,light rain
622,Grand Gaube,MU,-20.0064,57.6608,86.4,58,94,11.01,overcast clouds
623,Ust-Ilimsk,RU,58.0006,102.6619,-4.95,100,60,3.6,broken clouds
624,Staraya Poltavka,RU,50.4772,46.4814,34.72,60,100,11.63,overcast clouds
625,Aflao,TG,6.116,1.1914,73.53,56,20,8.05,few clouds
626,North Bend,US,43.4065,-124.2243,54.07,99,100,5.75,mist
627,Cape Coast,GH,5.1053,-1.2466,80.28,71,41,1.77,scattered clouds
628,Gornopravdinsk,RU,60.05,69.9,14.18,93,100,10.85,light snow
629,Keelung,TW,25.1283,121.7419,55.58,63,97,15.37,overcast clouds
630,Nalbandyan,AM,40.0624,43.9869,35.4,51,14,1.1,few clouds
631,Kijang,KR,35.2442,129.2139,31.73,52,5,22.26,clear sky
632,Zambezi,ZM,-13.5432,23.1047,66.45,93,100,6.51,overcast clouds
633,Barguzin,RU,53.6167,109.6167,8.55,97,98,2.15,overcast clouds
634,Sampit,ID,-2.5333,112.95,80.82,76,100,8.14,overcast clouds
635,Hoquiam,US,46.9809,-123.8893,30.92,84,100,21.85,snow
636,Muscat,OM,23.6139,58.5922,76.53,49,70,8.21,broken clouds
637,Fereydun Kenar,IR,36.6864,52.5225,53.82,76,0,0.0,clear sky
638,Jackson,US,42.4165,-122.8345,46.04,97,100,0.0,mist
639,San Lorenzo,PY,-25.3333,-57.5333,76.14,65,0,9.22,clear sky
640,Nuevo Laredo,MX,27.4763,-99.5164,30.47,55,100,18.41,overcast clouds
641,Sassandra,CI,4.95,-6.0833,77.23,82,19,2.75,few clouds
642,Pentalofos,GR,40.7417,22.8519,49.28,69,0,2.98,clear sky
643,Obera,AR,-27.4871,-55.1199,65.48,67,50,2.66,scattered clouds
644,Anderson,US,34.5334,-82.6499,48.58,96,100,23.02,light rain
645,Umm Lajj,SA,25.0213,37.2685,70.92,53,2,22.64,clear sky
646,Den Helder,NL,52.9599,4.7593,46.02,95,100,1.14,mist
647,Hede,CN,33.7681,120.2517,34.11,25,0,11.68,clear sky
648,Zhangjiakou,CN,40.81,114.8794,15.98,33,0,8.57,clear sky
649,Mao,ES,39.8885,4.2658,57.76,94,0,8.05,clear sky
650,Nova Serrana,BR,-19.8761,-44.9836,60.73,97,3,5.77,clear sky
651,Golden,US,39.7555,-105.2211,-0.45,72,0,5.75,clear sky
652,Nouadhibou,MR,20.931,-17.0347,67.98,37,0,18.41,clear sky
653,Richards Bay,ZA,-28.783,32.0377,79.99,56,0,15.7,clear sky
654,Goure,NE,13.9835,10.2704,62.98,34,95,16.62,overcast clouds
655,Palmer,US,42.1584,-72.3287,47.86,81,100,14.97,moderate rain
656,Nishihara,JP,26.1842,127.7558,56.68,62,100,23.02,overcast clouds
657,Agirish,RU,61.9247,63.0231,14.86,96,100,5.64,light snow
658,Inhambane,MZ,-23.865,35.3833,82.38,48,40,7.0,scattered clouds
659,Bakani,IN,24.2833,76.2333,81.54,26,0,7.56,clear sky
660,Columbus,US,39.9612,-82.9988,18.88,89,100,29.93,snow
661,Ruteng,ID,-8.6136,120.4721,69.49,82,100,3.29,moderate rain
662,Sompeta,IN,18.9333,84.6,78.93,41,100,12.57,overcast clouds
663,San Quintin,MX,30.4833,-115.95,58.03,71,100,5.28,overcast clouds
664,Muros,ES,42.7762,-9.0603,63.84,85,100,25.66,overcast clouds
665,Songea,TZ,-10.6833,35.65,67.35,94,75,0.0,light rain
666,Wattegama,LK,6.7989,81.4808,87.15,57,91,5.14,overcast clouds
667,Amboasary,MG,-25.0333,46.3833,70.9,73,98,10.85,overcast clouds
668,Basco,PH,20.4487,121.9702,69.01,66,100,25.72,overcast clouds
669,Smithers,CA,54.7804,-127.1743,-5.48,77,100,12.66,light snow
670,Alyangula,AU,-13.8483,136.4192,85.5,72,99,12.33,overcast clouds
671,Atlantic Beach,US,30.3344,-81.3987,66.45,92,100,12.66,overcast clouds
672,Esso,RU,55.9333,158.7,12.18,95,100,4.0,overcast clouds
673,Tecolutla,MX,20.4833,-97.0167,70.47,89,35,5.44,scattered clouds
674,Mbala,ZM,-8.8402,31.3659,62.24,90,100,1.72,light rain
675,Krasnoselkup,RU,65.7,82.4667,-9.58,92,100,19.06,overcast clouds
676,Along,IN,28.1667,94.7667,75.81,34,11,1.74,few clouds
677,Dali,CN,25.7,100.1833,59.94,35,4,7.9,clear sky
678,Poya,NC,-21.35,165.15,80.1,82,56,4.45,broken clouds
679,Palamos,ES,41.8484,3.1291,53.29,65,43,4.43,scattered clouds
680,Malatya,TR,38.5,38.0,39.25,87,100,0.0,overcast clouds
681,Giresun,TR,40.5,38.5,27.21,66,3,7.25,clear sky
682,Russell,US,32.3502,-85.1999,52.88,80,100,15.97,overcast clouds
683,Rantepao,ID,-2.9701,119.8978,75.07,88,100,3.76,overcast clouds
684,Biltine,TD,14.5333,20.9167,71.76,32,77,17.0,broken clouds
685,Liberal,US,37.0431,-100.921,-1.16,55,0,14.97,clear sky
